planned_order_id,item_id,item_name,item_type,quantity,suggested_due_date,planning_date,plant_id,supplier_id,reschedule_out_days
PO-COMP-000646,COMP0019,Transmission Nor,Buy,1,05-08-2025,01-09-2025,PLANT01,SUP009,0
PO-COMP-000647,COMP0005,Chassis Frame Page,Buy,1,03-08-2025,01-09-2025,PLANT01,SUP004,0
PO-CAR-000648,CAR004,Model On EV,Make,38,15-09-2025,01-09-2025,PLANT02,,0
PO-COMP-000649,COMP0021,Infotainment System Concern,Buy,76,20-08-2025,01-09-2025,PLANT02,SUP001,0
PO-COMP-000650,COMP0018,Battery Pack Positive,Buy,124,12-08-2025,01-09-2025,PLANT02,SUP001,0
PO-COMP-000651,COMP0027,Tire Energy,Buy,16,15-08-2025,01-09-2025,PLANT02,SUP001,0
PO-COMP-000652,COMP0012,Door Panel Appear,Buy,104,13-08-2025,01-09-2025,PLANT02,SUP010,0
PO-COMP-000653,COMP0010,Door Panel Left,Buy,76,19-07-2025,01-09-2025,PLANT02,SUP005,0
PO-COMP-000654,COMP0028,Headlight Represent,Buy,4,21-07-2025,01-09-2025,PLANT02,SUP005,0
PO-CAR-000655,CAR005,Model Charge EV,Make,47,15-09-2025,01-09-2025,PLANT01,,0
PO-COMP-000656,COMP0004,Seat Assembly Cell,Buy,33,12-08-2025,01-09-2025,PLANT01,SUP001,0
PO-CAR-000657,CAR004,Model On EV,Make,38,30-09-2025,02-09-2025,PLANT02,,0
PO-COMP-000658,COMP0021,Infotainment System Concern,Buy,76,03-08-2025,02-09-2025,PLANT02,SUP005,0
PO-COMP-000659,COMP0018,Battery Pack Positive,Buy,124,05-09-2025,02-09-2025,PLANT02,SUP006,0
PO-COMP-000660,COMP0027,Tire Energy,Buy,16,29-07-2025,02-09-2025,PLANT02,SUP002,0
PO-COMP-000661,COMP0012,Door Panel Appear,Buy,104,12-08-2025,02-09-2025,PLANT02,SUP005,0
PO-COMP-000662,COMP0010,Door Panel Left,Buy,76,26-08-2025,02-09-2025,PLANT02,SUP007,0
PO-COMP-000663,COMP0028,Headlight Represent,Buy,4,27-08-2025,02-09-2025,PLANT02,SUP010,0
PO-CAR-000664,CAR003,Model Its Hatchback,Make,45,16-09-2025,02-09-2025,PLANT02,,0
PO-COMP-000665,COMP0008,Tire With,Buy,84,15-07-2025,02-09-2025,PLANT02,SUP003,0
PO-COMP-000666,COMP0016,Infotainment System Require,Buy,8,12-08-2025,02-09-2025,PLANT02,SUP004,0
PO-COMP-000667,COMP0030,Door Panel Focus,Buy,135,02-08-2025,02-09-2025,PLANT02,SUP008,0
PO-CAR-000668,CAR002,Model Us Sedan,Make,15,30-09-2025,02-09-2025,PLANT02,,0
PO-COMP-000669,COMP0030,Door Panel Focus,Buy,30,02-09-2025,02-09-2025,PLANT02,SUP010,0
PO-COMP-000670,COMP0020,Brake System Police,Buy,12,29-07-2025,02-09-2025,PLANT02,SUP003,0
PO-COMP-000671,COMP0018,Battery Pack Positive,Buy,17,28-08-2025,02-09-2025,PLANT02,SUP007,0
PO-COMP-000672,COMP0012,Door Panel Appear,Buy,20,23-08-2025,02-09-2025,PLANT02,SUP004,0
PO-CAR-000673,CAR001,Model Peace EV,Make,44,16-09-2025,02-09-2025,PLANT02,,0
PO-COMP-000674,COMP0018,Battery Pack Positive,Buy,16,13-08-2025,02-09-2025,PLANT02,SUP001,0
PO-COMP-000675,COMP0021,Infotainment System Concern,Buy,176,20-08-2025,02-09-2025,PLANT02,SUP006,0
PO-COMP-000676,COMP0012,Door Panel Appear,Buy,166,16-08-2025,02-09-2025,PLANT02,SUP001,0
PO-COMP-000677,COMP0030,Door Panel Focus,Buy,132,11-08-2025,02-09-2025,PLANT02,SUP007,0
PO-COMP-000678,COMP0027,Tire Energy,Buy,40,13-08-2025,02-09-2025,PLANT02,SUP004,0
PO-CAR-000679,CAR002,Model Us Sedan,Make,39,09-09-2025,02-09-2025,PLANT01,,0
PO-COMP-000680,COMP0018,Battery Pack Positive,Buy,117,23-07-2025,02-09-2025,PLANT01,SUP005,0
PO-COMP-000681,COMP0004,Seat Assembly Cell,Buy,17,07-08-2025,02-09-2025,PLANT01,SUP009,0
PO-COMP-000682,COMP0012,Door Panel Appear,Buy,61,31-07-2025,02-09-2025,PLANT01,SUP004,0
PO-CAR-000683,CAR002,Model Us Sedan,Make,20,09-09-2025,02-09-2025,PLANT02,,0
PO-COMP-000684,COMP0030,Door Panel Focus,Buy,40,07-08-2025,02-09-2025,PLANT02,SUP010,0
PO-COMP-000685,COMP0020,Brake System Police,Buy,27,01-08-2025,02-09-2025,PLANT02,SUP004,0
PO-COMP-000686,COMP0018,Battery Pack Positive,Buy,32,05-08-2025,02-09-2025,PLANT02,SUP010,0
PO-COMP-000687,COMP0012,Door Panel Appear,Buy,30,09-08-2025,02-09-2025,PLANT02,SUP004,0
PO-CAR-000688,CAR001,Model Peace EV,Make,19,16-09-2025,02-09-2025,PLANT02,,0
PO-COMP-000689,COMP0021,Infotainment System Concern,Buy,76,09-08-2025,02-09-2025,PLANT02,SUP007,0
PO-COMP-000690,COMP0012,Door Panel Appear,Buy,66,24-08-2025,02-09-2025,PLANT02,SUP006,0
PO-COMP-000691,COMP0030,Door Panel Focus,Buy,57,06-08-2025,02-09-2025,PLANT02,SUP008,0
PO-CAR-000692,CAR003,Model Its Hatchback,Make,38,23-09-2025,02-09-2025,PLANT02,,0
PO-COMP-000693,COMP0008,Tire With,Buy,56,20-08-2025,02-09-2025,PLANT02,SUP001,0
PO-COMP-000694,COMP0030,Door Panel Focus,Buy,114,10-08-2025,02-09-2025,PLANT02,SUP008,0
PO-CAR-000695,CAR002,Model Us Sedan,Make,29,16-09-2025,02-09-2025,PLANT02,,0
PO-COMP-000696,COMP0030,Door Panel Focus,Buy,58,17-08-2025,02-09-2025,PLANT02,SUP001,0
PO-COMP-000697,COMP0020,Brake System Police,Buy,54,22-08-2025,02-09-2025,PLANT02,SUP006,0
PO-COMP-000698,COMP0018,Battery Pack Positive,Buy,59,11-08-2025,02-09-2025,PLANT02,SUP009,0
PO-COMP-000699,COMP0012,Door Panel Appear,Buy,48,16-07-2025,02-09-2025,PLANT02,SUP002,0
PO-CAR-000700,CAR004,Model On EV,Make,49,23-09-2025,02-09-2025,PLANT02,,0
PO-COMP-000701,COMP0021,Infotainment System Concern,Buy,98,14-08-2025,02-09-2025,PLANT02,SUP009,0
PO-COMP-000702,COMP0018,Battery Pack Positive,Buy,168,15-08-2025,02-09-2025,PLANT02,SUP008,0
PO-COMP-000703,COMP0027,Tire Energy,Buy,60,25-08-2025,02-09-2025,PLANT02,SUP006,0
PO-COMP-000704,COMP0012,Door Panel Appear,Buy,137,21-08-2025,02-09-2025,PLANT02,SUP007,0
PO-COMP-000705,COMP0010,Door Panel Left,Buy,98,24-08-2025,02-09-2025,PLANT02,SUP009,0
PO-COMP-000706,COMP0028,Headlight Represent,Buy,26,17-07-2025,02-09-2025,PLANT02,SUP003,0
PO-CAR-000707,CAR005,Model Charge EV,Make,28,17-09-2025,03-09-2025,PLANT01,,0
PO-CAR-000708,CAR003,Model Its Hatchback,Make,20,17-09-2025,03-09-2025,PLANT02,,0
PO-COMP-000709,COMP0030,Door Panel Focus,Buy,60,19-08-2025,03-09-2025,PLANT02,SUP001,0
PO-CAR-000710,CAR002,Model Us Sedan,Make,14,01-10-2025,03-09-2025,PLANT02,,0
PO-COMP-000711,COMP0030,Door Panel Focus,Buy,28,24-08-2025,03-09-2025,PLANT02,SUP007,0
PO-COMP-000712,COMP0020,Brake System Police,Buy,9,10-08-2025,03-09-2025,PLANT02,SUP005,0
PO-COMP-000713,COMP0018,Battery Pack Positive,Buy,14,01-09-2025,03-09-2025,PLANT02,SUP009,0
PO-COMP-000714,COMP0012,Door Panel Appear,Buy,18,31-08-2025,03-09-2025,PLANT02,SUP009,0
PO-CAR-000715,CAR002,Model Us Sedan,Make,44,24-09-2025,03-09-2025,PLANT02,,0
PO-COMP-000716,COMP0030,Door Panel Focus,Buy,88,01-09-2025,03-09-2025,PLANT02,SUP006,0
PO-COMP-000717,COMP0020,Brake System Police,Buy,99,31-07-2025,03-09-2025,PLANT02,SUP005,0
PO-COMP-000718,COMP0018,Battery Pack Positive,Buy,104,17-08-2025,03-09-2025,PLANT02,SUP008,0
PO-COMP-000719,COMP0012,Door Panel Appear,Buy,78,06-08-2025,03-09-2025,PLANT02,SUP005,0
PO-CAR-000720,CAR001,Model Peace EV,Make,19,24-09-2025,03-09-2025,PLANT02,,0
PO-COMP-000721,COMP0021,Infotainment System Concern,Buy,76,19-08-2025,03-09-2025,PLANT02,SUP004,0
PO-COMP-000722,COMP0012,Door Panel Appear,Buy,66,10-08-2025,03-09-2025,PLANT02,SUP008,0
PO-COMP-000723,COMP0030,Door Panel Focus,Buy,57,27-08-2025,03-09-2025,PLANT02,SUP006,0
PO-CAR-000724,CAR002,Model Us Sedan,Make,19,17-09-2025,03-09-2025,PLANT02,,0
PO-COMP-000725,COMP0030,Door Panel Focus,Buy,38,04-08-2025,03-09-2025,PLANT02,SUP008,0
PO-COMP-000726,COMP0020,Brake System Police,Buy,24,12-08-2025,03-09-2025,PLANT02,SUP007,0
PO-COMP-000727,COMP0018,Battery Pack Positive,Buy,29,25-07-2025,03-09-2025,PLANT02,SUP005,0
PO-COMP-000728,COMP0012,Door Panel Appear,Buy,28,24-08-2025,03-09-2025,PLANT02,SUP001,0
PO-CAR-000729,CAR002,Model Us Sedan,Make,12,01-10-2025,03-09-2025,PLANT02,,0
PO-COMP-000730,COMP0030,Door Panel Focus,Buy,24,27-08-2025,03-09-2025,PLANT02,SUP009,0
PO-COMP-000731,COMP0020,Brake System Police,Buy,3,31-07-2025,03-09-2025,PLANT02,SUP002,0
PO-COMP-000732,COMP0018,Battery Pack Positive,Buy,8,01-09-2025,03-09-2025,PLANT02,SUP006,0
PO-COMP-000733,COMP0012,Door Panel Appear,Buy,14,17-08-2025,03-09-2025,PLANT02,SUP008,0
PO-CAR-000734,CAR004,Model On EV,Make,33,01-10-2025,03-09-2025,PLANT02,,0
PO-COMP-000735,COMP0021,Infotainment System Concern,Buy,66,08-09-2025,03-09-2025,PLANT02,SUP006,0
PO-COMP-000736,COMP0018,Battery Pack Positive,Buy,104,28-08-2025,03-09-2025,PLANT02,SUP007,0
PO-COMP-000737,COMP0012,Door Panel Appear,Buy,89,29-08-2025,03-09-2025,PLANT02,SUP010,0
PO-COMP-000738,COMP0010,Door Panel Left,Buy,66,31-08-2025,03-09-2025,PLANT02,SUP010,0
PO-CAR-000739,CAR003,Model Its Hatchback,Make,39,24-09-2025,03-09-2025,PLANT01,,0
PO-COMP-000740,COMP0019,Transmission Nor,Buy,9,17-08-2025,03-09-2025,PLANT01,SUP008,0
PO-COMP-000741,COMP0030,Door Panel Focus,Buy,7,13-08-2025,03-09-2025,PLANT01,SUP008,0
PO-CAR-000742,CAR002,Model Us Sedan,Make,12,10-09-2025,03-09-2025,PLANT02,,0
PO-COMP-000743,COMP0030,Door Panel Focus,Buy,24,09-08-2025,03-09-2025,PLANT02,SUP007,0
PO-COMP-000744,COMP0020,Brake System Police,Buy,3,23-07-2025,03-09-2025,PLANT02,SUP005,0
PO-COMP-000745,COMP0018,Battery Pack Positive,Buy,8,17-08-2025,03-09-2025,PLANT02,SUP001,0
PO-COMP-000746,COMP0012,Door Panel Appear,Buy,14,04-08-2025,03-09-2025,PLANT02,SUP009,0
PO-CAR-000747,CAR003,Model Its Hatchback,Make,13,10-09-2025,03-09-2025,PLANT01,,0
PO-CAR-000748,CAR001,Model Peace EV,Make,40,01-10-2025,03-09-2025,PLANT02,,0
PO-COMP-000749,COMP0018,Battery Pack Positive,Buy,12,27-08-2025,03-09-2025,PLANT02,SUP009,0
PO-COMP-000750,COMP0021,Infotainment System Concern,Buy,160,05-08-2025,03-09-2025,PLANT02,SUP002,0
PO-COMP-000751,COMP0012,Door Panel Appear,Buy,150,03-08-2025,03-09-2025,PLANT02,SUP002,0
PO-COMP-000752,COMP0030,Door Panel Focus,Buy,120,08-08-2025,03-09-2025,PLANT02,SUP005,0
PO-COMP-000753,COMP0027,Tire Energy,Buy,24,06-08-2025,03-09-2025,PLANT02,SUP005,0
PO-CAR-000754,CAR001,Model Peace EV,Make,18,18-09-2025,04-09-2025,PLANT01,,0
PO-COMP-000755,COMP0018,Battery Pack Positive,Buy,18,16-08-2025,04-09-2025,PLANT01,SUP007,0
PO-COMP-000756,COMP0021,Infotainment System Concern,Buy,61,16-08-2025,04-09-2025,PLANT01,SUP010,0
PO-COMP-000757,COMP0012,Door Panel Appear,Buy,55,14-08-2025,04-09-2025,PLANT01,SUP004,0
PO-COMP-000758,COMP0027,Tire Energy,Buy,72,14-07-2025,04-09-2025,PLANT01,SUP003,0
PO-CAR-000759,CAR001,Model Peace EV,Make,39,02-10-2025,04-09-2025,PLANT01,,0
PO-COMP-000760,COMP0018,Battery Pack Positive,Buy,39,07-09-2025,04-09-2025,PLANT01,SUP006,0
PO-COMP-000761,COMP0021,Infotainment System Concern,Buy,145,02-09-2025,04-09-2025,PLANT01,SUP001,0
PO-COMP-000762,COMP0012,Door Panel Appear,Buy,139,07-09-2025,04-09-2025,PLANT01,SUP001,0
PO-COMP-000763,COMP0030,Door Panel Focus,Buy,7,08-09-2025,04-09-2025,PLANT01,SUP006,0
PO-COMP-000764,COMP0005,Chassis Frame Page,Buy,9,30-08-2025,04-09-2025,PLANT01,SUP001,0
PO-COMP-000765,COMP0027,Tire Energy,Buy,156,30-08-2025,04-09-2025,PLANT01,SUP007,0
PO-CAR-000766,CAR001,Model Peace EV,Make,34,25-09-2025,04-09-2025,PLANT01,,0
PO-COMP-000767,COMP0018,Battery Pack Positive,Buy,34,30-07-2025,04-09-2025,PLANT01,SUP002,0
PO-COMP-000768,COMP0021,Infotainment System Concern,Buy,125,17-08-2025,04-09-2025,PLANT01,SUP009,0
PO-COMP-000769,COMP0012,Door Panel Appear,Buy,119,08-08-2025,04-09-2025,PLANT01,SUP005,0
PO-COMP-000770,COMP0027,Tire Energy,Buy,136,02-08-2025,04-09-2025,PLANT01,SUP005,0
PO-CAR-000771,CAR002,Model Us Sedan,Make,45,11-09-2025,04-09-2025,PLANT02,,0
PO-COMP-000772,COMP0030,Door Panel Focus,Buy,90,04-08-2025,04-09-2025,PLANT02,SUP008,0
PO-COMP-000773,COMP0020,Brake System Police,Buy,102,12-08-2025,04-09-2025,PLANT02,SUP001,0
PO-COMP-000774,COMP0018,Battery Pack Positive,Buy,107,07-08-2025,04-09-2025,PLANT02,SUP010,0
PO-COMP-000775,COMP0012,Door Panel Appear,Buy,80,12-08-2025,04-09-2025,PLANT02,SUP010,0
PO-CAR-000776,CAR004,Model On EV,Make,20,18-09-2025,04-09-2025,PLANT02,,0
PO-COMP-000777,COMP0021,Infotainment System Concern,Buy,40,11-08-2025,04-09-2025,PLANT02,SUP007,0
PO-COMP-000778,COMP0018,Battery Pack Positive,Buy,52,20-08-2025,04-09-2025,PLANT02,SUP007,0
PO-COMP-000779,COMP0012,Door Panel Appear,Buy,50,15-08-2025,04-09-2025,PLANT02,SUP009,0
PO-COMP-000780,COMP0010,Door Panel Left,Buy,40,22-08-2025,04-09-2025,PLANT02,SUP010,0
PO-CAR-000781,CAR002,Model Us Sedan,Make,11,25-09-2025,04-09-2025,PLANT01,,0
PO-COMP-000782,COMP0018,Battery Pack Positive,Buy,33,27-07-2025,04-09-2025,PLANT01,SUP002,0
PO-COMP-000783,COMP0012,Door Panel Appear,Buy,5,21-08-2025,04-09-2025,PLANT01,SUP007,0
PO-CAR-000784,CAR004,Model On EV,Make,47,18-09-2025,04-09-2025,PLANT02,,0
PO-COMP-000785,COMP0021,Infotainment System Concern,Buy,94,12-08-2025,04-09-2025,PLANT02,SUP008,0
PO-COMP-000786,COMP0018,Battery Pack Positive,Buy,160,14-08-2025,04-09-2025,PLANT02,SUP004,0
PO-COMP-000787,COMP0027,Tire Energy,Buy,52,17-08-2025,04-09-2025,PLANT02,SUP001,0
PO-COMP-000788,COMP0012,Door Panel Appear,Buy,131,15-08-2025,04-09-2025,PLANT02,SUP001,0
PO-COMP-000789,COMP0010,Door Panel Left,Buy,94,14-08-2025,04-09-2025,PLANT02,SUP007,0
PO-COMP-000790,COMP0028,Headlight Represent,Buy,22,23-08-2025,04-09-2025,PLANT02,SUP006,0
PO-CAR-000791,CAR005,Model Charge EV,Make,34,02-10-2025,04-09-2025,PLANT01,,0
PO-COMP-000792,COMP0004,Seat Assembly Cell,Buy,7,01-08-2025,04-09-2025,PLANT01,SUP002,0
PO-CAR-000793,CAR001,Model Peace EV,Make,17,25-09-2025,04-09-2025,PLANT02,,0
PO-COMP-000794,COMP0021,Infotainment System Concern,Buy,68,20-07-2025,04-09-2025,PLANT02,SUP003,0
PO-COMP-000795,COMP0012,Door Panel Appear,Buy,58,25-08-2025,04-09-2025,PLANT02,SUP009,0
PO-COMP-000796,COMP0030,Door Panel Focus,Buy,51,27-08-2025,04-09-2025,PLANT02,SUP006,0
PO-CAR-000797,CAR003,Model Its Hatchback,Make,40,25-09-2025,04-09-2025,PLANT02,,0
PO-COMP-000798,COMP0008,Tire With,Buy,64,26-08-2025,04-09-2025,PLANT02,SUP006,0
PO-COMP-000799,COMP0030,Door Panel Focus,Buy,120,24-08-2025,04-09-2025,PLANT02,SUP010,0
PO-CAR-000800,CAR002,Model Us Sedan,Make,11,11-09-2025,04-09-2025,PLANT01,,0
PO-COMP-000801,COMP0018,Battery Pack Positive,Buy,33,13-08-2025,04-09-2025,PLANT01,SUP006,0
PO-COMP-000802,COMP0012,Door Panel Appear,Buy,5,04-08-2025,04-09-2025,PLANT01,SUP009,0
PO-CAR-000803,CAR003,Model Its Hatchback,Make,15,18-09-2025,04-09-2025,PLANT01,,0
PO-CAR-000804,CAR001,Model Peace EV,Make,25,25-09-2025,04-09-2025,PLANT02,,0
PO-COMP-000805,COMP0021,Infotainment System Concern,Buy,100,02-09-2025,04-09-2025,PLANT02,SUP006,0
PO-COMP-000806,COMP0012,Door Panel Appear,Buy,90,31-08-2025,04-09-2025,PLANT02,SUP006,0
PO-COMP-000807,COMP0030,Door Panel Focus,Buy,75,23-08-2025,04-09-2025,PLANT02,SUP010,0
PO-CAR-000808,CAR004,Model On EV,Make,18,25-09-2025,04-09-2025,PLANT01,,0
PO-COMP-000809,COMP0021,Infotainment System Concern,Buy,25,28-07-2025,04-09-2025,PLANT01,SUP002,0
PO-COMP-000810,COMP0018,Battery Pack Positive,Buy,72,08-08-2025,04-09-2025,PLANT01,SUP005,0
PO-COMP-000811,COMP0027,Tire Energy,Buy,72,12-08-2025,04-09-2025,PLANT01,SUP008,0
PO-COMP-000812,COMP0012,Door Panel Appear,Buy,37,30-08-2025,04-09-2025,PLANT01,SUP006,0
PO-CAR-000813,CAR003,Model Its Hatchback,Make,34,26-09-2025,05-09-2025,PLANT02,,0
PO-COMP-000814,COMP0008,Tire With,Buy,40,27-08-2025,05-09-2025,PLANT02,SUP009,0
PO-COMP-000815,COMP0030,Door Panel Focus,Buy,102,14-08-2025,05-09-2025,PLANT02,SUP008,0
PO-CAR-000816,CAR005,Model Charge EV,Make,16,03-10-2025,05-09-2025,PLANT01,,0
PO-CAR-000817,CAR001,Model Peace EV,Make,26,12-09-2025,05-09-2025,PLANT02,,0
PO-COMP-000818,COMP0021,Infotainment System Concern,Buy,104,04-08-2025,05-09-2025,PLANT02,SUP008,0
PO-COMP-000819,COMP0012,Door Panel Appear,Buy,94,15-08-2025,05-09-2025,PLANT02,SUP001,0
PO-COMP-000820,COMP0030,Door Panel Focus,Buy,78,10-07-2025,05-09-2025,PLANT02,SUP003,0
PO-CAR-000821,CAR003,Model Its Hatchback,Make,31,03-10-2025,05-09-2025,PLANT02,,0
PO-COMP-000822,COMP0008,Tire With,Buy,28,28-07-2025,05-09-2025,PLANT02,SUP003,0
PO-COMP-000823,COMP0030,Door Panel Focus,Buy,93,02-09-2025,05-09-2025,PLANT02,SUP009,0
PO-CAR-000824,CAR003,Model Its Hatchback,Make,41,03-10-2025,05-09-2025,PLANT02,,0
PO-COMP-000825,COMP0008,Tire With,Buy,68,06-08-2025,05-09-2025,PLANT02,SUP003,0
PO-COMP-000826,COMP0030,Door Panel Focus,Buy,123,31-08-2025,05-09-2025,PLANT02,SUP010,0
PO-CAR-000827,CAR003,Model Its Hatchback,Make,48,12-09-2025,05-09-2025,PLANT02,,0
PO-COMP-000828,COMP0008,Tire With,Buy,96,09-08-2025,05-09-2025,PLANT02,SUP004,0
PO-COMP-000829,COMP0016,Infotainment System Require,Buy,20,06-08-2025,05-09-2025,PLANT02,SUP004,0
PO-COMP-000830,COMP0030,Door Panel Focus,Buy,144,13-08-2025,05-09-2025,PLANT02,SUP001,0
PO-CAR-000831,CAR003,Model Its Hatchback,Make,48,03-10-2025,05-09-2025,PLANT02,,0
PO-COMP-000832,COMP0008,Tire With,Buy,96,03-09-2025,05-09-2025,PLANT02,SUP006,0
PO-COMP-000833,COMP0016,Infotainment System Require,Buy,20,29-08-2025,05-09-2025,PLANT02,SUP004,0
PO-COMP-000834,COMP0030,Door Panel Focus,Buy,144,05-08-2025,05-09-2025,PLANT02,SUP003,0
PO-CAR-000835,CAR002,Model Us Sedan,Make,11,03-10-2025,05-09-2025,PLANT02,,0
PO-COMP-000836,COMP0030,Door Panel Focus,Buy,22,06-09-2025,05-09-2025,PLANT02,SUP001,0
PO-COMP-000837,COMP0018,Battery Pack Positive,Buy,5,02-08-2025,05-09-2025,PLANT02,SUP003,0
PO-COMP-000838,COMP0012,Door Panel Appear,Buy,12,10-08-2025,05-09-2025,PLANT02,SUP005,0
PO-CAR-000839,CAR001,Model Peace EV,Make,44,12-09-2025,05-09-2025,PLANT02,,0
PO-COMP-000840,COMP0018,Battery Pack Positive,Buy,16,08-07-2025,05-09-2025,PLANT02,SUP003,0
PO-COMP-000841,COMP0021,Infotainment System Concern,Buy,176,04-08-2025,05-09-2025,PLANT02,SUP009,0
PO-COMP-000842,COMP0012,Door Panel Appear,Buy,166,09-08-2025,05-09-2025,PLANT02,SUP001,0
PO-COMP-000843,COMP0030,Door Panel Focus,Buy,132,14-08-2025,05-09-2025,PLANT02,SUP007,0
PO-COMP-000844,COMP0027,Tire Energy,Buy,40,08-08-2025,05-09-2025,PLANT02,SUP007,0
PO-CAR-000845,CAR003,Model Its Hatchback,Make,25,03-10-2025,05-09-2025,PLANT01,,0
PO-CAR-000846,CAR003,Model Its Hatchback,Make,20,12-09-2025,05-09-2025,PLANT01,,0
PO-CAR-000847,CAR003,Model Its Hatchback,Make,10,13-09-2025,06-09-2025,PLANT02,,0
PO-COMP-000848,COMP0030,Door Panel Focus,Buy,30,04-08-2025,06-09-2025,PLANT02,SUP008,0
PO-CAR-000849,CAR005,Model Charge EV,Make,47,27-09-2025,06-09-2025,PLANT02,,0
PO-COMP-000850,COMP0008,Tire With,Buy,92,28-08-2025,06-09-2025,PLANT02,SUP007,0
PO-CAR-000851,CAR005,Model Charge EV,Make,40,04-10-2025,06-09-2025,PLANT01,,0
PO-COMP-000852,COMP0004,Seat Assembly Cell,Buy,19,29-08-2025,06-09-2025,PLANT01,SUP008,0
PO-CAR-000853,CAR003,Model Its Hatchback,Make,20,13-09-2025,06-09-2025,PLANT02,,0
PO-COMP-000854,COMP0030,Door Panel Focus,Buy,60,19-08-2025,06-09-2025,PLANT02,SUP006,0
PO-CAR-000855,CAR001,Model Peace EV,Make,26,04-10-2025,06-09-2025,PLANT02,,0
PO-COMP-000856,COMP0021,Infotainment System Concern,Buy,104,10-09-2025,06-09-2025,PLANT02,SUP001,0
PO-COMP-000857,COMP0012,Door Panel Appear,Buy,94,02-09-2025,06-09-2025,PLANT02,SUP004,0
PO-COMP-000858,COMP0030,Door Panel Focus,Buy,78,08-09-2025,06-09-2025,PLANT02,SUP001,0
PO-CAR-000859,CAR004,Model On EV,Make,43,20-09-2025,06-09-2025,PLANT01,,0
PO-COMP-000860,COMP0021,Infotainment System Concern,Buy,75,13-08-2025,06-09-2025,PLANT01,SUP009,0
PO-COMP-000861,COMP0018,Battery Pack Positive,Buy,172,25-08-2025,06-09-2025,PLANT01,SUP006,0
PO-COMP-000862,COMP0027,Tire Energy,Buy,172,27-07-2025,06-09-2025,PLANT01,SUP002,0
PO-COMP-000863,COMP0012,Door Panel Appear,Buy,112,20-08-2025,06-09-2025,PLANT01,SUP007,0
PO-COMP-000864,COMP0019,Transmission Nor,Buy,25,16-08-2025,06-09-2025,PLANT01,SUP009,0
PO-COMP-000865,COMP0005,Chassis Frame Page,Buy,25,22-08-2025,06-09-2025,PLANT01,SUP006,0
PO-CAR-000866,CAR003,Model Its Hatchback,Make,30,27-09-2025,06-09-2025,PLANT02,,0
PO-COMP-000867,COMP0008,Tire With,Buy,24,13-08-2025,06-09-2025,PLANT02,SUP008,0
PO-COMP-000868,COMP0030,Door Panel Focus,Buy,90,20-08-2025,06-09-2025,PLANT02,SUP004,0
PO-CAR-000869,CAR003,Model Its Hatchback,Make,27,20-09-2025,06-09-2025,PLANT02,,0
PO-COMP-000870,COMP0008,Tire With,Buy,12,19-08-2025,06-09-2025,PLANT02,SUP010,0
PO-COMP-000871,COMP0030,Door Panel Focus,Buy,81,28-08-2025,06-09-2025,PLANT02,SUP006,0
PO-CAR-000872,CAR001,Model Peace EV,Make,25,27-09-2025,06-09-2025,PLANT02,,0
PO-COMP-000873,COMP0021,Infotainment System Concern,Buy,100,18-08-2025,06-09-2025,PLANT02,SUP009,0
PO-COMP-000874,COMP0012,Door Panel Appear,Buy,90,27-08-2025,06-09-2025,PLANT02,SUP009,0
PO-COMP-000875,COMP0030,Door Panel Focus,Buy,75,29-07-2025,06-09-2025,PLANT02,SUP003,0
PO-CAR-000876,CAR002,Model Us Sedan,Make,21,04-10-2025,06-09-2025,PLANT02,,0
PO-COMP-000877,COMP0030,Door Panel Focus,Buy,42,04-09-2025,06-09-2025,PLANT02,SUP001,0
PO-COMP-000878,COMP0020,Brake System Police,Buy,30,26-08-2025,06-09-2025,PLANT02,SUP007,0
PO-COMP-000879,COMP0018,Battery Pack Positive,Buy,35,04-09-2025,06-09-2025,PLANT02,SUP004,0
PO-COMP-000880,COMP0012,Door Panel Appear,Buy,32,02-09-2025,06-09-2025,PLANT02,SUP010,0
PO-CAR-000881,CAR002,Model Us Sedan,Make,49,20-09-2025,06-09-2025,PLANT01,,0
PO-COMP-000882,COMP0018,Battery Pack Positive,Buy,147,05-08-2025,06-09-2025,PLANT01,SUP008,0
PO-COMP-000883,COMP0004,Seat Assembly Cell,Buy,37,18-08-2025,06-09-2025,PLANT01,SUP004,0
PO-COMP-000884,COMP0012,Door Panel Appear,Buy,81,21-08-2025,06-09-2025,PLANT01,SUP010,0
PO-CAR-000885,CAR002,Model Us Sedan,Make,30,13-09-2025,06-09-2025,PLANT01,,0
PO-COMP-000886,COMP0018,Battery Pack Positive,Buy,90,11-08-2025,06-09-2025,PLANT01,SUP010,0
PO-COMP-000887,COMP0012,Door Panel Appear,Buy,43,14-08-2025,06-09-2025,PLANT01,SUP006,0
PO-CAR-000888,CAR005,Model Charge EV,Make,17,20-09-2025,06-09-2025,PLANT02,,0
PO-CAR-000889,CAR004,Model On EV,Make,25,04-10-2025,06-09-2025,PLANT02,,0
PO-COMP-000890,COMP0021,Infotainment System Concern,Buy,50,02-09-2025,06-09-2025,PLANT02,SUP007,0
PO-COMP-000891,COMP0018,Battery Pack Positive,Buy,72,09-09-2025,06-09-2025,PLANT02,SUP001,0
PO-COMP-000892,COMP0012,Door Panel Appear,Buy,65,02-09-2025,06-09-2025,PLANT02,SUP004,0
PO-COMP-000893,COMP0010,Door Panel Left,Buy,50,30-07-2025,06-09-2025,PLANT02,SUP003,0
